,Unnamed: 0,Price,Area,Location,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool,Latitude,Longitude
0,0,4850000,720,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
1,1,4500000,600,Kharghar,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,19.0258415,73.0593001
2,2,6700000,650,Kharghar,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,19.0258415,73.0593001
3,3,4500000,650,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,19.0258415,73.0593001
4,4,5000000,665,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,19.0258415,73.0593001
5,5,17000000,2000,Kharghar,4,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
6,6,12500000,1550,Kharghar,3,0,0,1,1,1,1,0,0,1,1,0,1,0,0,19.0258415,73.0593001
7,7,10500000,1370,Sector-13 Kharghar,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0,19.0258415,73.0593001
8,8,10500000,1356,Kharghar,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1,19.0258415,73.0593001
9,9,15000000,1680,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19.0258415,73.0593001
10,10,8700000,980,Kharghar,2,0,1,1,1,1,1,0,1,1,0,1,0,1,1,19.0258415,73.0593001
11,11,9000000,1000,Kharghar,2,0,1,1,1,1,1,1,0,1,1,0,0,0,0,19.0258415,73.0593001
12,12,11000000,1060,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,0,1,19.0258415,73.0593001
13,13,10500000,1095,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,19.0258415,73.0593001
14,14,9700000,1155,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
15,15,10500000,1150,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
16,16,8000000,1250,Sector 18 Kharghar,2,0,1,1,1,1,1,1,0,1,1,0,1,0,0,19.0258415,73.0593001
17,17,8500000,990,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19.0258415,73.0593001
18,18,9300000,1078,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.0258415,73.0593001
19,19,9900000,1150,Kharghar,2,0,1,1,1,1,1,1,1,1,0,0,0,1,1,19.0258415,73.0593001
20,20,8000000,1150,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
21,21,9000000,1060,Kharghar,2,0,1,1,1,1,1,0,1,1,1,0,0,1,1,19.0258415,73.0593001
22,22,4200000,680,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,19.0258415,73.0593001
23,23,28000000,2470,Kharghar,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19.0258415,73.0593001
24,24,40000000,2100,Kharghar,4,0,0,1,1,1,1,0,0,1,0,0,0,0,0,19.0258415,73.0593001
25,25,16000000,2200,Kharghar,4,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
26,26,17000000,2235,Kharghar,4,0,1,1,1,1,1,1,1,1,0,1,0,1,1,19.0258415,73.0593001
27,27,9500000,1025,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.0258415,73.0593001
28,28,9500000,950,Kharghar,2,0,1,1,1,1,1,0,1,1,0,0,0,1,1,19.0258415,73.0593001
29,29,7500000,895,Kharghar,2,0,0,1,1,1,1,0,0,1,0,0,0,1,0,19.0258415,73.0593001
30,30,8500000,1114,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19.0258415,73.0593001
31,31,13000000,1197,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,0,1,19.0258415,73.0593001
32,32,13700000,1380,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,19.0258415,73.0593001
33,33,8000000,1050,Kharghar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
34,34,10500000,1240,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.0258415,73.0593001
35,35,7700000,1110,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
36,36,7500000,1050,Kharghar,2,0,0,1,1,1,1,0,0,1,0,0,0,1,0,19.0258415,73.0593001
37,37,9000000,1160,Kharghar,2,0,1,1,1,1,1,0,1,1,1,0,1,1,1,19.0258415,73.0593001
38,38,6000000,555,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,19.0258415,73.0593001
39,39,6200000,650,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,19.0258415,73.0593001
40,40,5000000,600,Kharghar,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,19.0258415,73.0593001
41,41,6500000,650,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,19.0258415,73.0593001
42,42,5200000,700,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
43,43,4200000,646,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,19.0258415,73.0593001
44,44,5500000,560,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,19.0258415,73.0593001
45,45,5500000,670,Kharghar,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,19.0258415,73.0593001
46,46,6000000,740,Kharghar,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,19.0258415,73.0593001
47,47,5500000,636,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
48,48,4200000,680,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
49,49,16500000,1635,Kharghar,3,0,1,1,1,1,1,1,0,1,1,0,0,0,1,19.0258415,73.0593001
50,50,11399999,1550,Kharghar,3,0,1,1,1,1,1,1,0,1,1,0,0,1,0,19.0258415,73.0593001
51,51,13500000,1500,Kharghar,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1,19.0258415,73.0593001
52,52,22500000,1850,Kharghar,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
53,53,40000000,2100,Kharghar,4,0,1,1,1,1,1,1,1,1,0,0,0,0,1,19.0258415,73.0593001
54,54,5700000,610,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
55,55,4800000,655,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
56,56,4500000,660,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
57,57,4300000,650,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
58,58,4500000,680,Kharghar,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,19.0258415,73.0593001
59,59,5300000,670,Kharghar,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,19.0258415,73.0593001
60,60,4803000,655,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
61,61,13000000,1800,Kharghar,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1,19.0258415,73.0593001
62,62,15500000,1645,Kharghar,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1,19.0258415,73.0593001
63,63,13000000,1395,Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1,19.0258415,73.0593001
64,64,8500000,1150,Kharghar,2,0,1,1,1,1,1,0,1,1,1,0,0,1,1,19.0258415,73.0593001
65,65,9400000,1200,Kharghar,2,0,1,1,1,1,1,1,1,0,1,0,0,1,1,19.0258415,73.0593001
66,66,4500000,615,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
67,67,5300000,670,Kharghar,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,19.0258415,73.0593001
68,68,6000000,765,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
69,69,5600000,650,Kharghar,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,19.0258415,73.0593001
70,70,17500000,1760,Kharghar,3,0,1,1,1,1,1,1,1,0,0,0,0,1,1,19.0258415,73.0593001
71,71,12000000,1415,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.0258415,73.0593001
72,72,15000000,1685,Kharghar,3,0,1,1,1,1,1,1,1,0,1,1,1,1,1,19.0258415,73.0593001
73,73,13000000,1800,Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1,19.0258415,73.0593001
74,74,16600000,1650,Kharghar,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1,19.0258415,73.0593001
75,75,13000000,1395,Kharghar,3,0,1,1,1,1,1,1,1,0,0,0,0,1,1,19.0258415,73.0593001
76,76,9400000,1200,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
77,77,5700000,650,Kharghar,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,19.0258415,73.0593001
78,78,5500000,560,Kharghar,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,19.0258415,73.0593001
79,79,6000000,765,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,19.0258415,73.0593001
80,80,5600000,650,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
81,81,4900000,655,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
82,82,13500000,1390,Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1,19.0258415,73.0593001
83,83,22000000,1590,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19.0258415,73.0593001
84,84,17500000,1760,Kharghar,3,0,1,1,1,1,1,1,1,0,0,0,1,1,1,19.0258415,73.0593001
85,85,17800000,1716,Kharghar,3,0,1,1,1,1,1,0,1,1,1,1,0,1,1,19.0258415,73.0593001
86,86,14000000,1680,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.0258415,73.0593001
87,87,7200000,1050,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,19.0258415,73.0593001
88,88,7000000,1100,Kharghar,2,0,0,1,1,1,1,0,0,1,1,0,0,1,0,19.0258415,73.0593001
89,89,15000000,1635,Kharghar,3,0,1,1,1,1,1,1,0,1,1,0,1,0,1,19.0258415,73.0593001
90,90,10000000,1078,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.0258415,73.0593001
91,91,17500000,1760,Kharghar,3,0,1,1,1,1,1,1,1,0,1,0,0,1,1,19.0258415,73.0593001
92,92,11000000,1415,Kharghar,3,0,1,1,1,1,1,0,1,1,1,1,0,1,1,19.0258415,73.0593001
93,93,13000000,1800,Kharghar,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
94,94,12500000,1147,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
95,95,13000000,1197,Kharghar,2,0,1,1,1,1,1,1,0,1,1,0,0,0,1,19.0258415,73.0593001
96,96,15000000,1300,Kharghar,3,0,0,1,1,1,1,1,1,1,0,0,0,0,1,19.0258415,73.0593001
97,97,7500000,1050,Kharghar,2,0,0,1,1,1,1,0,0,0,0,0,0,1,0,19.0258415,73.0593001
98,98,9500000,1240,Kharghar,2,0,1,1,1,1,1,1,1,0,1,1,0,1,1,19.0258415,73.0593001
99,99,5500000,650,Kharghar,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,19.0258415,73.0593001
100,100,5000000,600,Sector 20 Kharghar,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,19.0258415,73.0593001
101,101,5000000,550,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
102,102,5500000,550,Kharghar,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,19.0258415,73.0593001
103,103,4200000,650,Kharghar,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,19.0258415,73.0593001
104,104,4200000,646,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,19.0258415,73.0593001
105,105,6000000,740,Kharghar,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.0258415,73.0593001
106,106,5000000,570,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
107,107,5500000,670,Kharghar,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,19.0258415,73.0593001
108,108,4300000,640,Kharghar,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,19.0258415,73.0593001
109,109,15500000,1700,Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,1,1,1,19.0258415,73.0593001
110,110,11399999,1550,Kharghar,3,0,0,1,1,1,1,0,0,1,1,0,0,0,0,19.0258415,73.0593001
111,111,12000000,1530,Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1,19.0258415,73.0593001
112,112,16000000,1750,Kharghar,3,0,0,1,1,1,1,0,0,1,0,0,1,0,0,19.0258415,73.0593001
113,113,22000000,1590,Kharghar,3,0,1,1,1,1,1,1,1,1,0,1,0,1,1,19.0258415,73.0593001
114,114,11000000,1415,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.0258415,73.0593001
115,115,16600000,1650,Kharghar,3,0,1,1,1,1,1,0,1,1,0,0,1,1,1,19.0258415,73.0593001
116,116,14000000,1687,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19.0258415,73.0593001
117,117,8500000,1150,Kharghar,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,19.0258415,73.0593001
118,118,6000000,555,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
119,119,4900000,600,Kharghar,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,19.0258415,73.0593001
120,120,4200000,646,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
121,121,4500000,650,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
122,122,4300000,640,Kharghar,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,19.0258415,73.0593001
123,123,5500000,650,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,19.0258415,73.0593001
124,124,13500000,1400,Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,1,1,1,19.0258415,73.0593001
125,125,15000000,1780,Kharghar,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1,19.0258415,73.0593001
126,126,14000000,1687,Kharghar,3,0,1,1,1,1,1,1,1,0,1,1,1,1,1,19.0258415,73.0593001
127,127,6900000,1100,Kharghar,2,0,0,1,1,1,1,0,0,1,1,0,0,0,0,19.0258415,73.0593001
128,128,8300000,1050,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.0258415,73.0593001
129,129,9000000,1160,Kharghar,2,0,1,1,1,1,1,0,1,1,1,0,0,1,1,19.0258415,73.0593001
130,130,5100000,700,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,19.0258415,73.0593001
131,131,5200000,625,Kharghar,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,19.0258415,73.0593001
132,132,5500000,670,Kharghar,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,19.0258415,73.0593001
133,133,5500000,550,Kharghar,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,19.0258415,73.0593001
134,134,5400000,650,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,19.0258415,73.0593001
135,135,5300000,660,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
136,136,5500000,550,Kharghar,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,19.0258415,73.0593001
137,137,5000000,570,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,19.0258415,73.0593001
138,138,14000000,1550,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.0258415,73.0593001
139,139,17100000,1760,Kharghar,3,0,1,1,1,1,1,1,1,0,0,0,0,1,1,19.0258415,73.0593001
140,140,11800000,1475,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.0258415,73.0593001
141,141,6000000,759,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
142,142,4850000,600,Kharghar,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,19.0258415,73.0593001
143,143,4500000,550,Kharghar,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,19.0258415,73.0593001
144,144,4100000,620,Kharghar,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,19.0258415,73.0593001
145,145,5000000,550,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,19.0258415,73.0593001
146,146,5500000,745,Kharghar,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,19.0258415,73.0593001
147,147,4500000,580,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
148,148,5300000,670,Kharghar,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,19.0258415,73.0593001
149,149,19000000,1845,Kharghar,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19.0258415,73.0593001
150,150,13500000,1400,Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1,19.0258415,73.0593001
151,151,13600000,1680,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19.0258415,73.0593001
152,152,15500000,1645,Kharghar,3,0,1,1,1,1,1,0,1,1,0,0,1,1,1,19.0258415,73.0593001
153,153,16500000,1585,Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1,19.0258415,73.0593001
154,154,8600000,1350,Kharghar,2,0,0,1,1,1,1,0,0,1,1,0,0,0,0,19.0258415,73.0593001
155,155,10000000,1075,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.0258415,73.0593001
156,156,10500000,1155,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19.0258415,73.0593001
157,157,4700000,625,Kharghar,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,19.0258415,73.0593001
158,158,6200000,720,Kharghar,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,19.0258415,73.0593001
159,159,4500000,550,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
160,160,6900000,735,Kharghar,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,19.0258415,73.0593001
161,161,4500000,580,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
162,162,10000000,1505,Kharghar,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
163,163,13000000,1630,Kharghar,3,0,0,1,1,1,1,0,0,1,1,0,0,0,0,19.0258415,73.0593001
164,164,11000000,1550,Kharghar,3,0,1,1,1,1,1,1,0,1,1,0,0,1,0,19.0258415,73.0593001
165,165,13000000,1455,Sector 18 Kharghar,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0,19.0258415,73.0593001
166,166,10500000,1098,Kharghar,2,0,1,1,1,1,1,0,1,1,1,0,0,1,1,19.0258415,73.0593001
167,167,13000000,1210,Sector 15 Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,19.038895,73.08039296547801
168,168,9500000,1000,Kharghar,2,0,1,1,1,1,1,0,1,1,0,0,0,1,1,19.0258415,73.0593001
169,169,4500000,550,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,19.0258415,73.0593001
170,170,13000000,1630,Kharghar,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0,19.0258415,73.0593001
171,171,13600000,1680,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.0258415,73.0593001
172,172,16200000,1650,Kharghar,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1,19.0258415,73.0593001
173,173,15000000,1440,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.0258415,73.0593001
174,174,13200000,1370,Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1,19.0258415,73.0593001
175,175,7500000,1022,Sector 18 Kharghar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19.0258415,73.0593001
176,176,9500000,1000,Kharghar,2,0,1,1,1,1,1,0,1,0,0,0,0,1,1,19.0258415,73.0593001
177,177,15000000,1760,Kharghar,3,0,1,1,1,0,1,1,1,0,0,0,0,1,1,19.0258415,73.0593001
178,178,7500000,1100,Kharghar,2,0,0,1,1,1,1,0,0,1,0,0,0,1,1,19.0258415,73.0593001
179,179,13000000,1550,Sector 20 Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,0,0,1,19.0258415,73.0593001
180,180,16200000,1675,Kharghar,3,1,1,1,1,1,1,1,1,0,1,1,0,1,1,19.0258415,73.0593001
181,181,11000000,1060,Kharghar,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,19.0258415,73.0593001
182,182,11600000,1150,Kharghar,2,0,1,1,1,0,1,1,1,0,1,1,0,1,1,19.0258415,73.0593001
183,183,5600000,670,Kharghar,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,19.0258415,73.0593001
184,184,8000000,900,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,19.0258415,73.0593001
185,185,9500000,1088,Kharghar,2,0,1,1,1,1,1,1,0,1,1,0,0,1,0,19.0258415,73.0593001
186,186,2018000,375,Dombivali,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,19.1930221,73.10434312662221
187,187,65000000,1200,Churchgate,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.9354797,72.8271741
188,188,45000000,1717,Prabhadevi,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,19.0148811,72.8279556
189,189,16500000,750,Jogeshwari West,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19.136394,72.8373817
190,190,2375000,525,Kalyan East,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,19.2156856,73.092894
191,191,19500000,1200,Malad East,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1860219,72.8563181
192,192,2000000,420,Virar East,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.451809,72.8068256
193,193,2500000,540,Virar East,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.451809,72.8068256
194,194,2250000,415,Virar East,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.451809,72.8068256
195,195,2700000,650,Virar,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4915806,72.9068281
196,196,22000000,1100,Malad West,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1840129,72.8412155
197,197,17000000,1105,Borivali East,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.2267228,72.8619328
198,198,43500000,2600,Malad East,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1860219,72.8563181
199,199,4760000,700,Mira Road East,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,19.2948873,72.8678432
200,200,18100000,1296,Goregaon West,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1633281,72.8411995
201,201,23800000,1638,Goregaon West,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1633281,72.8411995
202,202,21200000,1465,Goregaon West,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1633281,72.8411995
203,203,8600000,700,Borivali East,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.2267228,72.8619328
204,204,36500000,2030,Goregaon West,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1633281,72.8411995
205,205,23700000,1450,Malad West,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1,19.1840129,72.8412155
206,206,21400000,1100,Malad West,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1840129,72.8412155
207,207,12500000,800,Kandivali West,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.2084002,72.8422235
208,208,18000000,1500,Kandivali West,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.2084002,72.8422235
209,209,13200000,1100,Kandivali West,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.2084002,72.8422235
210,210,35300000,1962,Kandivali West,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.2084002,72.8422235
211,211,15300000,950,Borivali East,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.2267228,72.8619328
212,212,25000000,1440,Kandivali West,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.2084002,72.8422235
213,213,13899999,1200,Kandivali West,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.2084002,72.8422235
214,214,33500000,1785,Borivali West,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.2294561,72.8479905
215,215,14500000,775,Goregaon West,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1633281,72.8411995
216,216,9000000,765,Kandivali West,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.2084002,72.8422235
217,217,13500000,910,Goregaon West,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1633281,72.8411995
218,218,9000000,640,Goregaon West,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1633281,72.8411995
219,219,21600000,1264,Malad East,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1860219,72.8563181
220,220,13700000,1056,Kandivali West,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.2084002,72.8422235
221,221,27799999,1810,Kandivali East,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.2103809,72.8640837
222,222,27900000,1656,Goregaon West,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1633281,72.8411995
223,223,81600000,3888,Goregaon West,4,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1633281,72.8411995
224,224,38600000,2030,Borivali West,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.2294561,72.8479905
225,225,17000000,1114,Andheri East,3,1,1,1,1,0,0,1,1,1,1,0,0,1,1,19.1158835,72.854202
226,226,60100000,3585,Goregaon West,4,1,1,1,1,1,1,0,1,1,1,1,0,1,1,19.1633281,72.8411995
227,227,27900000,1404,Goregaon East,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1692623,72.8552548
228,228,31500000,1620,Goregaon East,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1692623,72.8552548
229,229,37500000,2780,Malad East,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1860219,72.8563181
230,230,31000000,1672,Malad East,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1860219,72.8563181
231,231,21100000,1200,Malad East,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1860219,72.8563181
232,232,16500000,1200,Malad East,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19.1860219,72.8563181
233,233,16000000,1250,Borivali East,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.2267228,72.8619328
234,234,26000000,1840,Borivali East,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,19.2267228,72.8619328
